trips,timestamp
253a9ed082c397874cb5240c04af596a43ff745b,2020-06-19 00:00:00 UTC
4662f4c855d970d0460a76606a73b83a0e5b00ed,2020-06-19 00:00:00 UTC
13311b767c033d82e37439228ef23fd1d018d061,2020-06-19 00:00:00 UTC
4948a72a2f374f867eea03cf570f7b7c9af22101,2020-06-19 00:00:00 UTC
4898f76275531f909347f9023eb8691bbbd702dc,2020-06-19 00:00:00 UTC
